speed_knots,dwell_hours,expected_dwell_hours,delay_hours,weather_score,port_congestion,route_segment,cargo_type,is_delayed,is_anomaly,risk_level
10.7,16.25,6.0,0.07,0.102,0.277,Open Ocean,Chemicals,0,0,0
18.82,6.77,2.0,0.63,0.216,0.22,North Atlantic,Automotive,0,0,0
9.09,12.61,6.0,0.3,0.563,0.571,Yellow Sea,Electronics,0,0,0
14.43,8.67,6.0,17.47,0.224,0.756,Cape of Good Hope,Perishables,1,0,0
21.26,2.6,2.0,29.76,0.812,0.377,Suez Canal,Automotive,1,0,1
13.19,1.8,6.0,0.03,0.6,0.572,Indian Ocean,General,0,0,0
9.99,3.72,8.0,25.36,0.801,0.515,Suez Canal,Perishables,1,0,1
12.47,1.67,4.0,2.75,0.112,0.653,Atlantic,General,0,0,0
16.08,0.08,8.0,2.08,0.43,0.448,North Atlantic,Automotive,0,0,0
13.36,0.91,8.0,0.88,0.139,0.145,South China Sea,Perishables,0,0,0
14.57,3.7,8.0,1.55,0.018,0.374,Pacific,Automotive,0,0,0
3.77,0.28,2.0,7.68,0.116,0.325,Mediterranean,Chemicals,1,0,0
13.64,1.21,8.0,2.96,0.225,0.092,Atlantic,Perishables,0,0,0
10.69,2.31,8.0,1.91,0.502,0.329,South China Sea,Perishables,0,0,0
13.04,4.94,8.0,2.57,0.29,0.379,Strait of Malacca,General,0,0,0
14.68,4.57,4.0,0.67,0.375,0.097,South China Sea,Automotive,0,0,0
19.43,5.61,6.0,6.2,0.893,0.062,Red Sea,Automotive,1,0,0
13.85,4.74,6.0,0.04,0.19,0.191,Atlantic,Chemicals,0,0,0
12.44,5.21,2.0,2.5,0.297,0.233,Strait of Malacca,Automotive,0,0,0
13.89,0.11,2.0,0.08,0.144,0.405,North Atlantic,General,0,0,0
14.37,2.25,4.0,1.48,0.162,0.15,North Atlantic,General,0,0,0
17.42,6.88,4.0,0.65,0.453,0.25,Arabian Sea,Chemicals,0,0,0
16.64,0.19,4.0,1.28,0.002,0.083,Open Ocean,Perishables,0,0,0
18.7,2.45,2.0,4.12,0.183,0.341,Pacific,Chemicals,1,0,0
11.52,0.15,4.0,1.22,0.038,0.308,Open Ocean,General,0,0,0
12.47,0.03,4.0,0.76,0.577,0.244,English Channel,Electronics,0,0,0
12.26,12.73,6.0,25.34,0.755,0.355,Red Sea,Perishables,1,0,1
13.24,0.56,2.0,2.19,0.403,0.575,Cape of Good Hope,Perishables,0,0,0
14.75,4.68,6.0,0.38,0.288,0.269,South China Sea,Automotive,0,0,0
20.62,4.08,8.0,6.01,0.138,0.188,Mediterranean,Electronics,1,0,0
13.37,22.24,8.0,0.79,0.541,0.084,Suez Canal,General,0,0,0
16.76,1.89,4.0,3.46,0.111,0.096,Atlantic,Automotive,0,0,0
16.74,5.7,6.0,0.63,0.582,0.401,Indian Ocean,Chemicals,0,0,0
10.4,4.22,6.0,1.48,0.149,0.27,Arabian Sea,Automotive,0,0,0
15.21,14.47,6.0,1.87,0.398,0.315,Strait of Malacca,Electronics,0,0,0
9.44,22.13,8.0,1.96,0.342,0.135,Pacific,Perishables,0,0,0
10.99,0.15,4.0,0.64,0.012,0.352,Yellow Sea,Chemicals,0,0,0
5.17,0.73,4.0,15.17,0.322,0.476,South China Sea,Electronics,1,0,0
15.47,1.06,2.0,0.11,0.371,0.217,English Channel,Chemicals,0,0,0
16.39,0.8,2.0,1.05,0.041,0.545,Arabian Sea,General,0,0,0
16.31,0.95,4.0,1.93,0.969,0.164,Red Sea,Electronics,0,0,0
14.1,2.44,2.0,4.73,0.585,0.291,Strait of Malacca,General,1,0,0
16.43,8.46,8.0,0.51,0.463,0.293,Open Ocean,Chemicals,0,0,0
13.75,5.4,6.0,0.47,0.255,0.3,South China Sea,General,0,0,0
14.47,0.79,2.0,5.33,0.354,0.194,Atlantic,Electronics,1,0,0
14.95,5.73,8.0,23.34,0.627,0.362,Red Sea,Chemicals,1,0,1
19.59,1.49,6.0,0.8,0.065,0.21,Mediterranean,Perishables,0,0,0
13.82,6.02,8.0,13.09,0.779,0.119,Suez Canal,Perishables,1,0,0
8.78,1.66,2.0,0.01,0.129,0.171,Mediterranean,General,0,0,0
10.87,0.48,2.0,1.29,0.234,0.227,Pacific,Electronics,0,0,0
16.49,0.22,2.0,0.27,0.183,0.144,North Atlantic,Automotive,0,0,0
19.29,0.29,2.0,0.79,0.007,0.245,North Atlantic,Automotive,0,0,0
14.81,2.03,6.0,2.27,0.53,0.182,Cape of Good Hope,Electronics,0,0,0
17.02,11.43,6.0,4.17,0.585,0.513,Suez Canal,Perishables,1,0,0
13.02,2.99,2.0,1.73,0.207,0.168,Atlantic,Chemicals,0,0,0
9.35,1.15,6.0,0.67,0.114,0.091,Mediterranean,General,0,0,0
11.51,2.48,2.0,1.32,0.006,0.103,Cape of Good Hope,Automotive,0,0,0
19.36,9.59,8.0,6.39,0.178,0.13,North Atlantic,Electronics,1,0,0
15.98,2.45,2.0,1.05,0.168,0.185,Yellow Sea,Chemicals,0,0,0
13.47,4.81,4.0,0.72,0.165,0.02,South China Sea,General,0,0,0
14.56,8.27,8.0,0.15,0.22,0.553,Cape of Good Hope,Perishables,0,0,0
9.91,6.78,4.0,1.67,0.542,0.176,English Channel,General,0,0,0
14.7,3.87,6.0,5.56,0.238,0.228,Arabian Sea,Automotive,1,0,0
17.26,0.94,2.0,7.76,0.28,0.373,Open Ocean,Perishables,1,0,0
13.13,2.24,2.0,96.0,0.801,0.369,Suez Canal,General,1,0,2
11.38,1.57,2.0,1.76,0.747,0.324,Strait of Malacca,Perishables,0,0,0
21.52,1.19,4.0,40.66,0.831,0.04,Strait of Malacca,Automotive,1,0,1
15.84,1.43,4.0,0.76,0.027,0.358,Atlantic,Perishables,0,0,0
11.89,7.52,8.0,0.48,0.078,0.041,Cape of Good Hope,General,0,0,0
12.2,15.94,8.0,0.57,0.083,0.127,Cape of Good Hope,Perishables,0,0,0
14.15,1.56,4.0,0.6,0.505,0.402,Indian Ocean,General,0,0,0
13.15,2.1,4.0,0.95,0.226,0.559,Atlantic,General,0,0,0
19.52,0.61,4.0,3.7,0.08,0.164,Indian Ocean,Perishables,0,0,0
9.89,18.92,8.0,24.49,0.796,0.441,Red Sea,General,1,0,1
15.61,13.28,6.0,2.25,0.187,0.531,Cape of Good Hope,Automotive,0,0,0
14.42,4.31,6.0,39.12,0.632,0.248,Strait of Malacca,Electronics,1,0,1
14.58,1.67,2.0,1.88,0.052,0.572,English Channel,General,0,0,0
13.04,2.49,2.0,0.05,0.088,0.289,Mediterranean,General,0,0,0
10.52,5.53,2.0,0.07,0.019,0.203,Yellow Sea,Electronics,0,0,0
13.58,1.02,4.0,0.16,0.5,0.144,Strait of Malacca,Perishables,0,0,0
14.97,2.88,6.0,3.17,0.286,0.297,Cape of Good Hope,Automotive,0,0,0
11.92,2.27,6.0,2.65,0.2,0.346,Yellow Sea,Chemicals,0,0,0
15.41,4.56,6.0,5.27,0.05,0.295,Yellow Sea,Chemicals,1,0,0
8.68,10.97,8.0,3.81,0.031,0.101,Yellow Sea,Automotive,0,0,0
17.43,10.85,8.0,0.34,0.469,0.502,Arabian Sea,Perishables,0,0,0
18.27,5.9,4.0,15.01,0.007,0.746,Mediterranean,Electronics,1,0,0
17.96,4.35,4.0,0.47,0.325,0.094,North Atlantic,Automotive,0,0,0
7.96,1.89,8.0,3.34,0.043,0.565,Indian Ocean,Electronics,0,0,0
12.35,3.15,8.0,2.53,0.047,0.319,South China Sea,Perishables,0,0,0
17.07,0.79,2.0,0.05,0.083,0.069,Mediterranean,General,0,0,0
14.21,9.91,8.0,2.9,0.271,0.098,Arabian Sea,Automotive,0,0,0
13.71,2.53,8.0,1.24,0.168,0.481,Arabian Sea,General,0,0,0
17.67,2.62,8.0,1.16,0.069,0.29,North Atlantic,Perishables,0,0,0
18.63,7.59,6.0,0.64,0.42,0.288,Arabian Sea,Electronics,0,0,0
13.23,3.3,8.0,19.46,0.904,0.362,Suez Canal,Chemicals,1,0,1
10.8,1.68,6.0,0.5,0.409,0.426,South China Sea,Chemicals,0,0,0
11.79,1.02,4.0,22.31,0.69,0.388,Indian Ocean,General,1,0,1
11.56,6.36,8.0,1.42,0.038,0.416,Arabian Sea,Electronics,0,0,0
14.52,5.53,6.0,0.12,0.154,0.235,Pacific,Perishables,0,0,0
12.28,8.72,6.0,1.82,0.059,0.536,Atlantic,Perishables,0,0,0
14.85,14.92,6.0,1.5,0.373,0.332,Indian Ocean,Perishables,0,0,0
18.66,0.02,4.0,2.78,0.059,0.189,Atlantic,Automotive,0,0,0
12.83,1.28,6.0,0.64,0.161,0.373,Open Ocean,Perishables,0,0,0
13.08,2.55,8.0,1.25,0.03,0.331,Arabian Sea,Perishables,0,0,0
11.38,0.09,2.0,1.89,0.201,0.246,Arabian Sea,Chemicals,0,0,0
15.14,2.34,6.0,1.78,0.231,0.433,Arabian Sea,General,0,0,0
6.44,6.27,4.0,4.74,0.544,0.252,Red Sea,Electronics,1,0,0
18.59,9.49,8.0,8.27,0.772,0.361,Suez Canal,Chemicals,1,0,0
16.08,2.81,8.0,31.37,0.63,0.084,Suez Canal,Perishables,1,0,1
16.69,1.13,2.0,1.0,0.376,0.161,South China Sea,Electronics,0,0,0
10.63,0.2,6.0,2.45,0.066,0.219,Mediterranean,Perishables,0,0,0
12.27,3.42,4.0,1.7,0.08,0.164,South China Sea,General,0,0,0
16.17,11.27,4.0,14.63,0.047,0.214,English Channel,Automotive,1,0,0
12.27,2.35,6.0,5.39,0.735,0.209,Suez Canal,Electronics,1,0,0
10.47,2.83,6.0,0.14,0.048,0.255,South China Sea,Chemicals,0,0,0
12.68,6.87,8.0,22.31,0.608,0.132,Suez Canal,Perishables,1,0,0
9.99,9.97,6.0,2.58,0.431,0.065,Atlantic,General,0,0,0
14.19,5.73,4.0,0.18,0.228,0.19,Yellow Sea,General,0,0,0
10.25,1.83,6.0,3.04,0.002,0.35,Arabian Sea,General,0,0,0
13.65,5.91,2.0,0.73,0.192,0.025,Cape of Good Hope,Perishables,0,0,0
11.64,5.96,8.0,2.41,0.176,0.38,Open Ocean,Automotive,0,0,0
16.67,1.11,8.0,0.9,0.089,0.206,Arabian Sea,Automotive,0,0,0
14.75,1.2,8.0,6.88,0.2,0.517,Arabian Sea,Perishables,1,0,0
13.41,1.54,4.0,0.21,0.06,0.314,Indian Ocean,Chemicals,0,0,0
12.57,9.07,8.0,0.48,0.118,0.102,South China Sea,Perishables,0,0,0
18.53,0.71,2.0,0.82,0.281,0.312,North Atlantic,Automotive,0,0,0
16.7,9.72,2.0,0.44,0.219,0.279,Atlantic,Chemicals,0,1,0
13.35,5.9,2.0,5.26,0.141,0.202,Open Ocean,General,1,0,0
8.99,0.75,6.0,0.96,0.05,0.186,Atlantic,Automotive,0,0,0
16.07,3.76,8.0,0.97,0.282,0.488,English Channel,Perishables,0,0,0
12.57,2.86,2.0,3.12,0.013,0.195,Indian Ocean,Perishables,0,0,0
10.71,7.4,6.0,1.08,0.602,0.201,Strait of Malacca,Automotive,0,0,0
15.19,15.62,8.0,2.37,0.355,0.291,Suez Canal,General,0,0,0
9.3,3.56,6.0,0.04,0.194,0.471,Arabian Sea,Chemicals,0,0,0
10.08,1.65,2.0,1.12,0.315,0.351,Indian Ocean,Automotive,0,0,0
17.23,0.42,6.0,4.52,0.242,0.113,Mediterranean,Electronics,1,0,0
12.65,13.56,8.0,1.77,0.079,0.204,Arabian Sea,Automotive,0,0,0
13.06,21.99,8.0,1.52,0.041,0.498,South China Sea,Automotive,0,0,0
13.41,0.21,2.0,7.25,0.196,0.755,Indian Ocean,Automotive,1,0,0
15.14,1.05,2.0,1.31,0.1,0.566,Atlantic,Automotive,0,0,0
18.27,4.85,8.0,3.94,0.84,0.29,Suez Canal,Chemicals,0,0,0
15.73,0.0,8.0,0.26,0.288,0.112,English Channel,Automotive,0,0,0
11.12,0.55,2.0,1.03,0.05,0.125,South China Sea,Electronics,0,0,0
20.23,9.08,6.0,0.53,0.166,0.208,Cape of Good Hope,Chemicals,0,0,0
12.57,1.4,4.0,1.08,0.596,0.359,Atlantic,General,0,0,0
12.72,1.3,4.0,0.44,0.036,0.165,Indian Ocean,Perishables,0,0,0
11.98,1.0,8.0,0.3,0.394,0.453,Yellow Sea,Chemicals,0,0,0
13.61,4.77,6.0,12.04,0.759,0.192,Suez Canal,General,1,0,0
16.48,3.3,2.0,8.93,0.239,0.39,Mediterranean,Perishables,1,0,0
13.12,0.64,6.0,0.17,0.045,0.338,Cape of Good Hope,Automotive,0,0,0
14.48,0.27,2.0,0.61,0.582,0.338,Red Sea,Electronics,0,0,0
15.86,0.38,2.0,1.19,0.01,0.172,Atlantic,Chemicals,0,0,0
7.62,6.34,2.0,4.38,0.062,0.492,Cape of Good Hope,Perishables,1,0,0
19.16,10.49,8.0,30.12,0.624,0.229,South China Sea,Chemicals,1,0,1
9.82,4.99,6.0,0.81,0.52,0.429,Open Ocean,Chemicals,0,0,0
9.48,1.04,2.0,0.47,0.5,0.045,Strait of Malacca,Electronics,0,0,0
17.57,0.11,2.0,24.64,0.74,0.388,Strait of Malacca,Chemicals,1,0,1
11.51,15.54,4.0,0.53,0.342,0.275,North Atlantic,Perishables,0,0,0
16.35,0.54,2.0,3.47,0.136,0.474,English Channel,General,0,0,0
14.68,2.51,8.0,2.88,0.257,0.206,Suez Canal,Chemicals,0,0,0
15.41,5.96,4.0,5.14,0.057,0.292,Indian Ocean,Automotive,1,0,0
12.0,0.32,4.0,0.84,0.202,0.661,South China Sea,Chemicals,0,0,0
8.85,1.82,4.0,0.22,0.419,0.234,Yellow Sea,Automotive,0,0,0
14.37,2.3,4.0,0.42,0.228,0.379,English Channel,Automotive,0,0,0
13.79,2.28,2.0,4.57,0.055,0.374,Arabian Sea,Electronics,1,0,0
15.76,3.88,4.0,0.37,0.384,0.378,Strait of Malacca,Chemicals,0,0,0
19.76,1.33,2.0,2.46,0.621,0.183,Arabian Sea,Perishables,0,0,0
9.61,7.43,8.0,4.24,0.112,0.265,Yellow Sea,Chemicals,1,0,0
12.04,5.75,6.0,0.71,0.002,0.367,Pacific,Electronics,0,0,0
8.55,1.06,2.0,5.15,0.263,0.143,Atlantic,General,1,0,0
9.23,6.48,2.0,8.5,0.009,0.367,Indian Ocean,Electronics,1,0,0
11.37,11.55,8.0,0.2,0.192,0.37,Mediterranean,General,0,0,0
14.37,2.05,6.0,0.03,0.113,0.166,Pacific,Automotive,0,0,0
11.98,1.09,2.0,2.3,0.197,0.217,Arabian Sea,Perishables,0,0,0
15.67,14.59,6.0,1.39,0.137,0.217,Pacific,General,0,0,0
15.28,3.74,2.0,0.11,0.574,0.351,South China Sea,Chemicals,0,0,0
12.69,12.41,4.0,4.9,0.758,0.021,Strait of Malacca,Chemicals,1,0,0
18.29,13.35,8.0,0.04,0.232,0.263,Mediterranean,Perishables,0,0,0
16.32,1.39,2.0,7.35,0.144,0.356,Strait of Malacca,Perishables,1,0,0
14.4,1.76,2.0,0.94,0.252,0.518,Atlantic,Perishables,0,0,0
12.49,0.98,4.0,7.62,0.59,0.204,Strait of Malacca,General,1,0,0
15.11,2.19,2.0,0.13,0.188,0.514,Yellow Sea,Automotive,0,0,0
16.76,0.58,2.0,0.69,0.504,0.423,Red Sea,Perishables,0,0,0
17.69,2.37,2.0,1.64,0.08,0.13,Atlantic,Perishables,0,0,0
15.68,2.11,6.0,7.1,0.815,0.147,Strait of Malacca,Chemicals,1,0,0
17.51,1.13,2.0,1.69,0.008,0.234,English Channel,Electronics,0,0,0
13.0,1.03,4.0,0.03,0.599,0.468,Strait of Malacca,Chemicals,0,0,0
14.35,3.79,6.0,24.02,0.643,0.232,Red Sea,Perishables,1,0,1
9.84,0.11,2.0,0.42,0.509,0.234,Red Sea,General,0,0,0
12.63,4.14,8.0,2.19,0.113,0.428,English Channel,Automotive,0,0,0
11.88,3.21,2.0,3.08,0.137,0.29,Arabian Sea,General,0,0,0
9.75,1.93,4.0,2.15,0.079,0.311,North Atlantic,Chemicals,0,0,0
13.13,0.93,8.0,4.93,0.093,0.525,North Atlantic,Electronics,1,0,0
13.3,0.98,4.0,1.11,0.057,0.143,Mediterranean,General,0,0,0
16.57,0.64,2.0,1.27,0.112,0.61,Indian Ocean,Perishables,0,0,0
17.75,4.52,2.0,0.17,0.394,0.3,Cape of Good Hope,Electronics,0,0,0
13.24,12.43,6.0,0.68,0.184,0.316,English Channel,Automotive,0,0,0
12.43,0.53,8.0,2.27,0.261,0.239,Indian Ocean,Chemicals,0,0,0
12.37,1.69,4.0,1.21,0.155,0.302,Pacific,Automotive,0,0,0
12.82,10.65,8.0,8.72,0.659,0.401,Strait of Malacca,Chemicals,1,0,0
11.96,1.85,2.0,1.16,0.401,0.257,Suez Canal,Automotive,0,0,0
12.25,14.97,8.0,0.25,0.289,0.365,Yellow Sea,Electronics,0,0,0
14.8,3.96,8.0,1.29,0.108,0.257,Open Ocean,Automotive,0,0,0
12.18,3.18,8.0,1.64,0.036,0.092,North Atlantic,Chemicals,0,0,0
16.99,0.17,8.0,1.64,0.004,0.394,Atlantic,Automotive,0,0,0
11.98,0.6,2.0,0.54,0.119,0.057,South China Sea,Perishables,0,0,0
19.35,0.38,4.0,4.72,0.403,0.252,Suez Canal,Perishables,1,0,0
14.52,0.33,2.0,7.12,0.095,0.406,English Channel,Perishables,1,0,0
14.99,1.18,6.0,35.88,0.985,0.136,Suez Canal,Perishables,1,0,1
18.8,0.99,2.0,2.77,0.313,0.55,English Channel,Automotive,0,0,0
21.56,6.73,6.0,0.78,0.184,0.239,Yellow Sea,Chemicals,0,0,0
15.3,5.55,4.0,1.9,0.225,0.241,Arabian Sea,Chemicals,0,0,0
12.49,21.66,8.0,7.2,0.805,0.293,Suez Canal,General,1,0,0
13.46,3.68,6.0,1.3,0.122,0.186,Cape of Good Hope,General,0,0,0
15.78,1.5,2.0,0.81,0.063,0.235,Mediterranean,Electronics,0,0,0
6.57,15.34,8.0,5.26,0.098,0.443,Pacific,Automotive,1,0,0
21.8,8.78,8.0,0.24,0.104,0.314,Mediterranean,General,0,0,0
14.46,6.12,4.0,5.68,0.252,0.163,Indian Ocean,Perishables,1,0,0
13.0,0.95,6.0,0.79,0.33,0.267,Indian Ocean,Automotive,0,0,0
14.0,3.77,8.0,0.57,0.105,0.298,Mediterranean,Electronics,0,0,0
13.65,6.0,6.0,2.53,0.308,0.185,Mediterranean,General,0,0,0
11.0,9.57,6.0,0.06,0.355,0.22,North Atlantic,Automotive,0,0,0
12.07,0.51,4.0,7.08,0.169,0.119,Red Sea,General,1,0,0
16.4,0.55,4.0,5.08,0.214,0.451,South China Sea,Electronics,1,0,0
13.72,1.69,4.0,1.46,0.493,0.279,Cape of Good Hope,General,0,0,0
13.97,7.32,2.0,0.4,0.004,0.458,Open Ocean,Chemicals,0,0,0
17.01,2.59,8.0,0.59,0.457,0.463,Red Sea,Electronics,0,0,0
16.01,1.76,6.0,2.62,0.154,0.04,Indian Ocean,Perishables,0,0,0
19.96,4.7,6.0,0.33,0.568,0.36,Suez Canal,General,0,0,0
11.41,5.3,6.0,0.43,0.099,0.135,Yellow Sea,Chemicals,0,0,0
16.23,3.29,4.0,7.82,0.502,0.453,Atlantic,Perishables,1,0,0
16.97,3.52,8.0,0.76,0.53,0.15,Strait of Malacca,Perishables,0,0,0
18.34,0.67,6.0,2.49,0.413,0.293,English Channel,Automotive,0,0,0
12.09,0.11,6.0,2.13,0.321,0.174,Indian Ocean,Electronics,0,0,0
18.96,6.38,6.0,0.45,0.011,0.146,South China Sea,Chemicals,0,0,0
10.27,7.6,8.0,3.73,0.183,0.219,Open Ocean,Perishables,0,0,0
15.73,0.01,8.0,0.21,0.114,0.112,Cape of Good Hope,General,0,0,0
16.85,3.02,6.0,18.73,0.868,0.068,Red Sea,Automotive,1,0,1
16.77,1.66,8.0,1.64,0.388,0.139,Cape of Good Hope,Automotive,0,0,0
11.69,1.42,2.0,0.32,0.107,0.393,Atlantic,General,0,0,0
11.14,2.0,2.0,2.38,0.017,0.221,Yellow Sea,General,0,0,0
14.75,3.93,8.0,5.1,0.893,0.457,Red Sea,Perishables,1,0,1
14.92,2.37,2.0,2.61,0.378,0.375,Pacific,Electronics,0,0,0
10.38,12.23,6.0,0.41,0.393,0.287,Pacific,Chemicals,0,0,0
11.5,7.93,4.0,1.09,0.08,0.162,Indian Ocean,General,0,0,0
8.19,0.13,2.0,1.52,0.183,0.157,Yellow Sea,Chemicals,0,0,0
11.79,8.13,8.0,2.27,0.012,0.243,Pacific,Chemicals,0,0,0
8.62,7.65,8.0,3.95,0.949,0.282,Suez Canal,Automotive,0,0,1
20.84,9.2,8.0,4.64,0.065,0.486,Yellow Sea,Perishables,1,0,0
15.29,6.33,6.0,0.91,0.012,0.575,Pacific,Automotive,0,0,0
15.44,5.44,2.0,5.37,0.5,0.388,Open Ocean,Perishables,1,0,0
9.32,7.76,8.0,4.59,0.039,0.412,English Channel,General,1,0,0
20.63,8.66,6.0,0.13,0.291,0.088,Strait of Malacca,Automotive,0,0,0
14.35,1.59,2.0,0.85,0.137,0.06,South China Sea,Electronics,0,0,0
15.31,0.97,4.0,27.65,0.747,0.208,Suez Canal,General,1,0,1
12.6,0.92,4.0,1.35,0.42,0.47,Yellow Sea,General,0,0,0
12.93,0.95,2.0,0.42,0.255,0.206,Arabian Sea,Electronics,0,0,0
8.33,17.9,8.0,1.74,0.028,0.141,South China Sea,General,0,0,0
11.86,0.43,8.0,19.0,0.894,0.07,Strait of Malacca,General,1,0,1
17.04,0.39,4.0,0.8,0.291,0.21,Cape of Good Hope,Perishables,0,0,0
13.41,3.77,8.0,14.03,0.883,0.447,Red Sea,Electronics,1,0,1
9.16,20.33,6.0,4.15,0.256,0.25,Yellow Sea,General,1,0,0
9.01,16.58,4.0,0.62,0.123,0.139,Mediterranean,Chemicals,0,1,0
13.29,7.58,6.0,1.42,0.794,0.196,Strait of Malacca,Chemicals,0,0,0
10.85,3.68,4.0,3.03,0.344,0.043,Atlantic,Automotive,0,0,0
16.25,13.85,4.0,4.23,0.181,0.194,North Atlantic,Chemicals,1,0,0
9.57,4.6,4.0,1.73,0.252,0.191,Atlantic,General,0,0,0
11.64,3.3,6.0,0.05,0.21,0.43,Open Ocean,Perishables,0,0,0
14.91,0.71,2.0,2.79,0.475,0.451,Arabian Sea,Electronics,0,0,0
17.75,1.0,4.0,1.38,0.245,0.164,Indian Ocean,Chemicals,0,0,0
10.7,2.21,8.0,11.83,0.655,0.117,Suez Canal,General,1,0,0
15.7,11.35,8.0,1.99,0.481,0.275,Strait of Malacca,Perishables,0,0,0
13.47,0.79,4.0,5.87,0.192,0.434,Yellow Sea,Automotive,1,0,0
10.76,2.96,6.0,7.75,0.586,0.435,Suez Canal,Automotive,1,0,0
15.23,0.75,2.0,0.31,0.085,0.292,Pacific,Chemicals,0,0,0
12.45,0.42,4.0,4.07,0.913,0.446,Red Sea,Automotive,1,0,1
13.34,6.42,6.0,0.65,0.252,0.244,South China Sea,Automotive,0,0,0
16.08,1.28,6.0,7.61,0.126,0.187,Cape of Good Hope,Electronics,1,0,0
13.02,7.89,4.0,0.3,0.117,0.032,Pacific,Perishables,0,0,0
11.37,2.39,2.0,4.05,0.72,0.129,English Channel,Chemicals,1,0,0
12.96,0.54,4.0,0.07,0.27,0.1,English Channel,Electronics,0,0,0
14.89,8.82,4.0,6.03,0.056,0.121,Mediterranean,Electronics,1,0,0
14.44,2.03,2.0,7.02,0.603,0.118,Open Ocean,General,1,0,0
16.39,4.98,8.0,1.22,0.264,0.184,North Atlantic,Electronics,0,0,0
13.37,0.9,6.0,0.71,0.145,0.525,Cape of Good Hope,Electronics,0,0,0
15.98,2.34,8.0,2.76,0.116,0.207,Pacific,Perishables,0,0,0
8.51,0.45,2.0,2.49,0.52,0.061,North Atlantic,Automotive,0,0,0
14.28,0.16,4.0,0.93,0.013,0.188,Mediterranean,Electronics,0,0,0
15.17,1.05,6.0,0.13,0.012,0.153,Indian Ocean,Perishables,0,0,0
22.24,0.88,4.0,13.14,0.77,0.289,Suez Canal,Chemicals,1,0,0
14.98,4.2,4.0,18.78,0.891,0.623,Red Sea,General,1,0,1
16.47,0.47,2.0,5.82,0.667,0.291,Strait of Malacca,Chemicals,1,0,0
11.76,7.36,2.0,0.83,0.139,0.322,Suez Canal,General,0,0,0
12.19,3.75,4.0,2.08,0.008,0.313,English Channel,Perishables,0,0,0
16.67,1.02,8.0,1.1,0.023,0.085,South China Sea,Electronics,0,0,0
6.42,19.31,8.0,24.4,0.493,0.052,Red Sea,Perishables,1,0,0
15.93,0.44,4.0,1.55,0.148,0.422,Yellow Sea,Electronics,0,0,0
14.87,4.28,4.0,1.05,0.002,0.129,Indian Ocean,Automotive,0,0,0
15.23,1.19,2.0,0.8,0.079,0.185,Indian Ocean,Perishables,0,0,0
17.36,1.78,2.0,2.82,0.065,0.444,Pacific,Automotive,0,0,0
15.59,1.61,8.0,1.26,0.128,0.085,North Atlantic,Perishables,0,0,0
17.14,0.83,4.0,44.02,0.631,0.347,Strait of Malacca,General,1,0,1
15.24,1.14,2.0,0.03,0.121,0.191,Cape of Good Hope,Chemicals,0,0,0
10.66,3.54,2.0,2.56,0.652,0.114,Strait of Malacca,Chemicals,0,0,0
13.45,2.64,6.0,2.44,0.164,0.629,Cape of Good Hope,Automotive,0,0,0
8.14,2.58,6.0,3.4,0.535,0.741,Open Ocean,General,0,0,0
16.89,0.88,8.0,0.98,0.205,0.124,Atlantic,Chemicals,0,0,0
17.1,2.74,4.0,4.18,0.107,0.144,Cape of Good Hope,Electronics,1,0,0
15.65,7.07,4.0,4.04,0.011,0.352,Yellow Sea,Electronics,1,0,0
16.14,2.69,4.0,3.34,0.267,0.124,North Atlantic,Electronics,0,0,0
13.76,2.45,4.0,8.6,0.284,0.213,Indian Ocean,General,1,0,0
9.02,2.95,4.0,7.45,0.38,0.104,Suez Canal,Chemicals,1,0,0
9.64,15.25,8.0,5.03,0.145,0.115,English Channel,Perishables,1,0,0
15.27,2.73,8.0,3.6,0.26,0.487,Atlantic,Automotive,0,0,0
12.62,4.39,8.0,3.2,0.05,0.229,Yellow Sea,Chemicals,0,0,0
14.84,0.3,2.0,0.15,0.134,0.42,Atlantic,Electronics,0,0,0
10.03,2.38,2.0,3.27,0.298,0.189,Indian Ocean,Electronics,0,0,0
5.47,1.64,6.0,16.62,0.032,0.15,Arabian Sea,Perishables,1,0,0
15.15,12.74,4.0,2.18,0.108,0.203,Yellow Sea,General,0,0,0
8.91,0.73,2.0,5.8,0.443,0.377,Mediterranean,Electronics,1,0,0
12.35,7.07,8.0,3.23,0.275,0.306,Suez Canal,General,0,0,0
9.68,11.12,6.0,9.07,0.246,0.359,Cape of Good Hope,Automotive,1,0,0
15.68,2.45,2.0,5.49,0.293,0.252,Cape of Good Hope,General,1,0,0
14.8,5.18,2.0,0.02,0.446,0.321,South China Sea,Automotive,0,0,0
14.59,0.32,6.0,3.28,0.01,0.191,English Channel,Electronics,0,0,0
9.98,0.48,8.0,0.68,0.141,0.236,Mediterranean,Electronics,0,0,0
17.99,3.38,8.0,2.57,0.199,0.033,Indian Ocean,Perishables,0,0,0
13.24,6.39,6.0,1.33,0.19,0.127,Atlantic,Perishables,0,0,0
13.69,11.82,6.0,9.93,0.306,0.577,Indian Ocean,Chemicals,1,0,0
13.48,5.9,6.0,0.3,0.528,0.531,Red Sea,Automotive,0,0,0
14.36,0.2,4.0,0.41,0.323,0.259,Mediterranean,Automotive,0,0,0
14.55,2.26,2.0,0.15,0.495,0.308,Mediterranean,Perishables,0,0,0
17.03,0.16,6.0,3.92,0.568,0.186,Atlantic,Automotive,0,0,0
